AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,Disease
Sheep,Fever,Depression,Small intestines,Death,Flock Moratality,Yes,Hemorrhagic enteritis
Sheep,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes,Pulpy Kidney 
Sheep,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes,Lamp Dysentery
Sheep,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes,Black Disease
Sheep,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes,Black Leg
Sheep,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes,Malignant Edema
Sheep,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes,Cobalt Defiency
Sheep,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes,Copper Defiency
Sheep,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes,Copper Toxicity
Sheep,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes,Dystocia
Sheep,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes,Coli Scours
Sheep,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes,Entropion
Sheep,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes,Epididymitis
Sheep,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes,External Parasites
Sheep,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes,Fly Strike
Sheep,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes,Sheep Keds
Sheep,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes,Lice
Sheep,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes,Nasal Bots
Sheep,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes,Scabies
Sheep,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes,Facial Eczema
Sheep,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes,Fescue Toxicosis
Sheep,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes,Foot and mouth disease
Sheep,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes,Footrot
Sheep,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes,Foot Scald
Sheep,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes,Goiter
Sheep,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes,Grass tetany
Sheep,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes,Hypothermia
Sheep,Fever,Diarrhea,Muscus,Weight loss,Death,Yes,Cryptosporidiosis
Sheep,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes,Coccidiosis
Sheep,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes,Stomach Worms
Sheep,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes,Nematodirus spp
Sheep,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes,Tapeworm
Sheep,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes,Lungworm
Sheep,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes,Liver flukes
Sheep,Fever,Lameness,Wasting,Blindness,Staggering,Yes,Meningeal worm
Sheep,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes,Johnes Disease
Sheep,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes,Joint Or Navel ill
Sheep,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes,Laminitis
Sheep,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes,Listeriosis
Sheep,Swollen,Warm,Constipation,Depression,Bloody,Yes,mastitis 
Sheep,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes,Milk fever
Sheep,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes,Ovine Progressive Pneumonia
Sheep,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes,Pink eye
Sheep,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes,Pizzle Rot
Sheep,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes,Pneumonia
Sheep,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes,Polioencephalomalacia
Sheep,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes,Pregnancy Toxemia
Sheep,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes,Rabies
Sheep,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes,Rectal Prolapse
Sheep,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes,Ringworm
Sheep,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes,Ryregrass Staggers
Sheep,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes,Scrapie
Sheep,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes,Scrotal hernia
Sheep,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes,Septic Pedal Arthritis
Sheep,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes,Soremouth
Sheep,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes,Spider Syndrome
Sheep,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes,Urinary calculi
Sheep,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes,White muscle disease
Sheep,Fever,Succumb,Sluggish,Anorexia,Pains,Yes,Aborted fetuses
Sheep,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes,Anemia
Sheep,Fever,Swelling,Bloody,Death,Anemia,Yes,Bottle jaw
Sheep,Thivk skin,Crusty,Scaly skin,Lesion,Pains,Yes,Club Lamb Fungus
Sheep,Fever,Abortion,Vomiting,Weight loss,Anorexia,Yes,Deformed lambs
Sheep,Dizzines,Anemia,Vomiting,Head ache,Nausea,Yes,Deworming
Sheep,Fever,Wool loss,Swelling,Weight loss,Pains,Yes,Deviated Spine
Sheep,Tear production,Anversion to light,Bluish white opacity,Blindness,Pains,Yes,Eye problem
Sheep,Fever,Swelling,Lameness,Heat,Pains,Yes,Foot Abscess
Sheep,Skin color change,Crusty,Scaly skin,Irritation,Blister,Yes,Fungal infection
Sheep,Radip onset,Stiff,Muscle Trembling,Weakness,Death,Yes,Hypocalcemia
Sheep,Head Shking,Discharge from ear,Scartching ear,Odor to Ear,Redness on ear,Yes,Infected Ear
Sheep,Discharge From eyes,Redness of eye,Blindness,Scartches,Pains,Yes,Injured Eye
Sheep,Fever,Loss of Appetite,Scartches,Death,Pains,Yes,Intraperitioneal infection
Sheep,Discomfort,Loss of Appetite,Bloody Diarrhea,Profuse,Pains,Yes,Necropsy
Sheep,Swelling,Larynx,Swelling on jaw,Hoarseness,Neck Vein Swelling,Yes,Milk Goiter
Sheep,Inflammation ,Discomfort,Kicking at the belly,Urine infection,Pains,Yes,Sheath
Sheep,Isolation from flock,Stealing ,Nesting behaviour,Pawing at bedding,Pains,Yes,Prolase starting
Sheep,Listless,Difficulty in walking,Grinding of teeth,Blindness,Ataxia,Yes,Thin ewe
Sheep,Bluish white opacity,Aversion to light,Tear produce,Blindness,weakness,Yes,White Eye
Sheep,Head tossing,Wool loss,Fast breathing,Bleeding wounds,Skin issue,Yes,Wool loss
Pigs,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes,bronchitis 
Fowl,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes,bronchitis 
Duck,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes,bronchitis 
Other Birds,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes,bronchitis 
Pigs,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes,Epistaxis
Fowl,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes,Epistaxis
Duck,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes,Epistaxis
Other Birds,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes,Epistaxis
Fowl,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes,Choke
Duck,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes,Choke
Other Birds,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes,Choke
Pigs,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes,Bloat
Fowl,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes,Bloat
Duck,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes,Bloat
Other Birds,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes,Bloat
Fowl,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes,Impaction
Duck,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes,Impaction
Other Birds,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes,Impaction
Fowl,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Gastritis
Duck,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Gastritis
Other Birds,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes,Gastritis
snake,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes,respratory infections
horse,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes,potomac horse fever
horse,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes,ehv
horse,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes,equine influenza
horse,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes,strangles
horse,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes,tetanus
duck,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes,duck cholera
donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes,colic
donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes,respratory infections
Donkey,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes,gastrointestinal disorders
mules,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes,gastrointestinal disorders
Elephant,changed gait,dull ness,muscles problem,Pain,Pains,Yes,tetanus
Elephant,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes,anthrax
Elephant,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes,haemorrhagic septicaemia
Elephant,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes,tuberculosis
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,CWD
Elk,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Wapiti,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Mule deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Black-tailed deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Sika deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
White-tailed deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,CWD
Reindeer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,CWD
Moos,wasting,stumbling,Fever,drooling,drooping ears,Yes,CWD
Tiger,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes,feLV
Deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes,anthrax
Cattle,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes,anthrax
Goats,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes,anthrax
Sheep,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes,anthrax
Buffaloes,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,black quarter
Sheep,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,black quarter
Goats,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,black quarter
Cattle,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes,black quarter
Cattle,swelling,nasal discharge,drooling,tiredness,fever,Yes,blue tongue
Sheep,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes,blue tongue
Dogs,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes,Rabies
Fox,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes,Rabies
Wolves,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes,Rabies
Hyaenas,stop eating,stop drinking,change their normal behaviour,diarrhea,Pains,Yes,Rabies
Duck,Fever,Diffulty Swallowing,Excessive drooling,Staggering,Seizures,Yes,Rabies
Duck,Fever,Diarrhea,Vomiting,Weight loss,Dehydration,Yes,Canine Parvovirus
Duck,Fever,Diarrhea,Coughing,Tiredness,Pains,Yes,Canine Coronavirus
Duck,Fever,Diarrhea,Coughing,Vomiting,Anorexia,Yes,Canine Distemper 
Duck,Fever,Difficulty breathing,Coughing,Lethargy,Sneezing,Yes,Canine Influenza
Duck,Fever,Diarrhea,Coughing,Lethargy,Blue Eye,Yes,Infectious canine hepatitis
Duck,Fever,Respiratory distress,Seizuers,Hyperesthesia,Sudden death,Yes,Pseudorabies
Duck,Ulcers,Diarrhea,Poor Appetite,Tarry Stool,Enlarged lymph nodes,Yes,Mast Cell Tumor
Duck,Facial Swelling,Bloody Drool,Foul Breath,Unable To Eat,Lossened Teeth,Yes,Melonoma(Mouth)
Duck,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling,Yes,Lymphoma
Duck,Swelling on leg,Painfull,Nasal Discharge,Broken Bones,Nasal Discharge,Yes,Osteosarcoma
Duck,Short term lethargy,Loss of  appetite,Weekness in the back legs,Rapid Heart Rate,Week pulse,Yes,Hemangiosarcoma
Duck,Swollen lymph nodes,Difficulty walking,Back Pain,Lethargy,Vaginal Discharge,Yes,Brucellosis
Duck,Fever,Diarrhea,Abdominal pain,Stiffness,Severe weekness and depression,Yes,Leptospirosis
Duck,Fever,Loss of  appetite,Reduce Energy,Lameness,Swelling of joints,Yes,Lyme
Duck,Fever,Chronic eye inflamation,Poor Appetite,Lethargy,Neurologic abnormalities,Yes,Ehrlichiosis
Duck,Fever,Swelling of face or leg,Poor Appetite,Depression,Pains,Yes,Rocky mountain spotted fever
Duck,Diarrhea with muscus,Tensemus,Watery Stool,Flatulence,Pains,Yes,Clostridium
Duck,Strong cough,Runny nose,Sneezing,Lethargy,Loss of appettite,Yes,Kennel cough
Duck,Fever,Inflammed eye,Coughing,Depression,Limping,Yes,Blastomycosis
Duck,Fever,Difficulty breathing,Coughing,Eye and Skin change,Unable to exercise,Yes,Histoplasmosis
Duck,Fever,Loss of  appetite,Coughing,Lethargy,Joint Pain,Yes,Coccidioidomycosis
Duck,Lesions in the nasal cavity,Lesions on nose,Nose Bleeds,Noisy Breathing,Lesions on nose,Yes,Cryptococcosis
Duck,Hair loss,Dandruff,Darkened skin,Crusting of the skin,Ulcerated skin,Yes,Ring worm
Duck,Greenish-yellow nasal discharge,Lack of pigmentation,Sneezing,Lethargy,Pain on face,Yes,Aspergillosis
Duck,Fever,Diarrhea,Poor Appetite,Weight loss,Vomitting,Yes,Pythiosis
Duck,Jaundice,Pneumonia ,Lession on the skin,pain ,Vomitting,Yes,Mucormycosis
Duck,Poor coat apperence ,Diarrhea,Vomiting,Weight loss,Dehydration,Yes,Glardiasis
Duck,Watering,No appp,Vomiting,Lethargy,Dehydration,Yes,Coccidiosis
Duck,Straining,Diarrhea,Vomiting,Weight loss,Blindness,Yes,Protothecosis
Duck,Upset stomach,Diarrhea,Vomiting,Muscle pain,Muscle stiffness,Yes,Trichinosis
Duck,Upset stomach,Diarrhea,Coughing,Weight loss,Anaemia,Yes,Echinococcosis
Duck,Allergic Reaction,Poor appetite,Coughing,Weight loss,Distended chest,Yes,HeartWorm
Duck,Fever,Anoxeria,Weight loss,Lethargy,Pain,Yes,Panosteitis
Duck,Limping,Willnot run to jump,Swelling ,Week legs,Pain on leg,Yes,Luxating Patella 
Duck,Fever,Eye ulcer,Congestion,Depression,Pink eye,Yes,Feline herpesvirus
Duck,Pnemonia,Loss of  appetite,Eye disharge,Lameness,Arthritis,Yes,Feline calicivirus
Duck,Fever,Seizures,Hydrophobia,Jaw is dropped,Shyness or aggression,Yes,Rabies
Duck,Bloody Urine,Diffculty breathing,Vomiting,Weight loss,Anorexia,Yes,Bladder Cancer
Duck,Loss of eat,Difficulty in breathing,Swelling ,Lameness,Neurologic abnormalities,Yes,Bone caner
Duck,Dark or black face,Diarrhea,Vomiting,Blood in faces,Pain,Yes,Intestinal cancer
Duck,Jaundice,Difficulty in breathing,Seizuers,Lethargy,Pale gums,Yes,Liver cancer
Duck,Appetite varies,Diarrhea,Vomiting,Weight loss,Pain,Yes,Lymphoma
Duck,Loss of eat,Fell unwell,Lethargy,Weight loss,Skin issue,Yes,mammary cancer
Duck,Sickness,Loss of  appetite,Vomiting,Weight loss,Raised growth or bump,Yes,mast cell tumor
Duck,Nasal Bleeding,Diffulty chewing,Swelling ,Weight loss,Anorexia,Yes,Nose cancer
Duck,Ulcers,Lesions ,Scabs,Lumps,"Bumps(black,grey or red)",Yes,Skin cancer
Duck,Gasc,Loss of  appetite,Blood in stool,Stomach growling,Black stool,Yes,Stomach cancer
Duck,Shaking head,Scartching ear,Black on ear,Bad smell,Red and inflammation ear,Yes,Ear mites
Duck,Attacks,Loss of  appetite,Coughing,Weight loss,Periodic vommiting,Yes,Heartworm
Elephant,Blood stool,Diarrhea,Coughing,Weight loss,Anemia,Yes,Hookworm
Elephant,Nasal discharge,Nosebleeds,inflamed nostrils,Sneezing,Lound breathing,Yes,Aspergillosis
Elephant,Polyuria,Loss of  appetite,Vomiting,Weight loss,Polydipsa,Yes,Familial renal disease
Elephant,Exessive Urination,Change in gait,Vomiting,Weight loss,Inability to jump,Yes,Diabiatics
Elephant,Convulsion,Loss of consciousness,chewing,Twitching,Salivating,Yes,Epilesy
Elephant,Wheezing,Rapid Breathing,Coughing,Swallowing,Effort to breath,Yes,Asthma
Elephant,Jaundice,Weekness,Lethargy,Weight loss,Anorexia,Yes,hepatic lipidosis
Elephant,Lession on cat skin,Dandruff in cat coat,Red patches,Hair loss,Skin issue,Yes,Ring worm
Elephant,Lethargy,Diarrhea,Vomiting,Discharge from eye,Anorexia,Yes,Ticks
Elephant,Skin irritation,Scartching,Lethargy,Hair loss,Excessive grooming,Yes,Fleas
Elephant,Floopy muscle,Speech delay,Intellectual disability,Walking problem,Eye movements,Yes,cerebellar hypoplasia
Elephant,Sensitivity to bright light,Disharge from affected eye,Inflammation,Clouded cornea,Rubbing eye,Yes,Corneal Ulcer
Elephant,Fever,Diarrhea,Vomiting,Cramps,Dehydration,Yes,Zoonosis
Elephant,Tenderness,Erythema,Swelling ,Scartch,Pain,Yes,patesurella multicida
Elephant,Fever,Diarrhea,Vomiting,Salivation,Decrease appetite,Yes,salmonella poisoning
Elephant,Scaly patches of skin,Sore,Scabs,Scartch,Hair loss,Yes,Scabies
Elephant,Fatty stool,Diarrhea,Vomiting,Weight loss,Pain,Yes,Giardiasis
Elephant,Nausea,Loss of appetite,Vomiting,Firm,Distended stomach,Yes,Bladder stone
Elephant,Fever,Swelling  in the bite area,Lethargy,Limp,Pain,Yes,Cat bite
Elephant,Fever,Loss of appetite,Eyeproblem,Liver disease,Nuerological,Yes,Toxoplasmosis
Elephant,Fever,Mild sneezing,Coughing,Nasal,Ocular discharge,Yes,bordetella bronchiseptica
Elephant,Most often none,Sneezing,Nasal Discharge,Dyspnea,Pain,Yes,Bordetela holmessi
Elephant,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,Yes,Buboni plaque
Elephant,Discomfort,Diarrhea,Dry or dull hair,Grinding teeth,Pain,Yes,Hair ball
Elephant,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy,Yes,myxomatosis
Elephant,Rhinitis,Pneumonia ,abscessess,Torticollis,Septicemia,Yes,pasteurella
Elephant,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps,Yes, Esherichia coli
Elephant,Immediate death,Difficulty in breathing,Blue colored lip,Bloody discharge,Neurologic abnormalities,Yes,Hemorhagic
Elephant,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,Yes,Rabbit pox
Elephant,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,Yes,Papilloma
Elephant,Fever,Chills,Skin ulcer,Exhaustion,Swollen and painfull,Yes,Tularemia
Elephant,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy,Yes,Tyzzer
Elephant,loss in weight,emaciation,loss of appetite,Weakness,diarrhoea,Yes,verminosis
Elephant,loss of appetite,diarrhea,swollen purple wattle,Swollen comb,Lameness,Yes,fowl cholera
Elephant,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,Yes,coccidiosis
Elephant,egg production decreases,stunted growth,Blindness,Distinctive bumps,Facial swelling,Yes,fowl pox
Elephant,loss of appetite,thirst,ruffled feathers,Closed eyes,Diarrhea,Yes,Salmonellosis
Elephant,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters,Yes,foot disease
Elephant,Fever,weakened legs,los of the ability to walk,Weight loss,Lameness,Yes,Mouth Disease
Elephant, abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs,Yes,brucellosis
Elephant,swollen,red-colored ,hot udder,Milk getting out more watery,Milk getting out more thick,Yes,mastitis 
Elephant,Fever,Distress,Trembling,Staggering,Convulsion,Yes,Anthrax
Elephant,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness,Yes,Black Quarter
Elephant,Fever,Difficulty in breathing,Dribbling of saliva,Inability of Swalllon Feeding,Moist and painfull,Yes,Calf Disptherich
Elephant,Fluif Faeces on blood and muscle,Sudden Death,Blooody Fluid,Red Diarrhea,Faeces are streake with blood,Yes,Coccoidiosis
Elephant,Fever,Pneumonia ,Stand with head droping,Weight loss,Abnormal behaviour,Yes,Contagious Bovin
Elephant,Fever,Slightly Swollen,Lession on the skin,Milky Hard,Papules appear on teats anad udder,Yes,Cow pox
Elephant,Fever,Dull,Hind quarted soil,Animal stop feed,Decrease in milk production,Yes,Diarrhea
Elephant,Severe,Diarrhea,Blood on faces,Appetite,Milk reduce,Yes,Dysentery
Elephant,Fever,Depression,Relunctance to move,Salivation,Nasal Discharge,Yes,Haemorrhagic
Elephant,Normal appetite,Diarrhea,Swelling may occur under jaw,Weight loss,Drop in milk production,Yes,Johnes Disease
Elephant,Swelling on leg,Heat,Hardness,Redness,Pain,Yes,Mastities
Elephant,Inability to stand ,Diarrhea,Bottle Jaw,Pot belly,Dry Hair coat,Yes,Parasitic Disease
Elephant,Excitability,Nervousness,loss of appetite,Hyper sensitivity,Weakness,Yes,Milk fever
Elephant,Fever,Depression,Attack,Bite other animals,Pain,Yes,Rabies
Hamster,Fever,Difficulty in breathing,Coughing,Painfull,Eye become dull,Yes,Pnemonia
Hamster,Fever,Ulcer on gum,Red eye,Yellowish Discharge,Bloody Diarrhea,Yes,Rinder Pest
Hamster,Fever,Diarrhea,Coughing,Consistency of milk,Pain,Yes,Tuberculosis
Hamster,Animal gets uneasy,Difficulty in breathing,Difficult in respiration,Excessive production,Stamping And pedding of hind eye,Yes,Tympany
Hamster,Fever,Chills,Severe colic,Weakness,Anorexia,Yes,Anthrax
Hamster,Fever,Body stiffness,Lethargy,Severe inflammation,Pain,Yes,Brucellosis
Hamster,Sickness,Diarrhea,Weight loss,Nausea,Dehydration,Yes,Cryptosporidiosis
Hamster,Sudden death,Trouble walking,Paralysis,Depression,Convulsion,Yes,Encephalitis
Hamster,Fever,Abortion,Kidney failure,Inflammation of eye,Eye redness,Yes,Leptospirosis
Hamster,Small red bumps,Pneumonia ,Septic Arthritis,Skin infection,Pain,Yes,MRSA
Hamster,Fever,Ataxia,Aggressiveness,Depression,Obscure Lameness,Yes,Rabies
Fowl,Ring shaped Lesion,Round patches,Dry skin,Size of lesions vary,Pain,Yes,Ringworm
Fowl,Fever,Diarrhea,loss of appetite,Colic,Weakness,Yes,Salmonella
Fowl,Fever,Depression,loss of appetite,Stumbling,Ataxia,Yes,Tickborne
Fowl,Bubbles in the mouth,Wheezing,loss of appetite,Lethargy,Nasal Discharge,Yes,Superfacial wounds
Fowl,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection,Yes,Vitamin A deficiency
Fowl,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes,Yes,Shell injection
Fowl,Passing of undigested food,Diarrhea,Vomiting,Gas or bloating,Dehydration,Yes,Parasitic Disease
Fowl,Smell,Diarrhea,loss of appetite,Excess sleeping,Folded Ears,Yes,Wet Tail
Fowl,Loss of activity,Rough coat,loss of appetite,Weight loss,Eventually death,Yes,Lymphocyctes
Fowl,Fever,Diarrhea,Vomiting,Dehydration,Pain,Yes,Salmonellosis
Fowl,Bald patches,Hair loss,Crusty,Flaky,Red lesion from bald patches,Yes,Ring worm
Fowl,Poor condition,Enlarged lymph nodes,Diarrhea,Weight loss,Pain,Yes,Pseudotuberculosis
Fowl,Fever,Chills,Coughing,Progressive weakness,Joint Pain,Yes,Tularemia
Fowl,Heavy infection,Diarrhea,Vitamin and minerals defiency,Weight loss,Pain,Yes,Tapeworm
Fowl,Fever,Diarrhea,Muscle weakness,Muscle pain,Abdonormal discomfort,Yes,Trichinosis
Fowl,Fever,Chills,Headache,Nausea,Pain,Yes,Filariasis 
Fowl,Thicked skin,Hair tining,Hair loss,Scabbing,Itchiness,Yes,Sarcoptic Mange 
Fowl,Facial edema,Loss of earing,Vomiting,Head ache,Throat and Ear pain,Yes,Pentastomiasis
Fowl,General malaise,Hepatic failure,Vomiting,Weight loss,Abdonormal pain,Yes,Enchinococcosis
Fowl,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain,Yes,Taeniasis
Fowl,Fever,Muscle Loss,Skeleten pain,Weight loss,Wasting,Yes,Hepatozoonosis 
Fowl,Oedema,Swelling of face or leg,Swelling of neck,Weight loss,Pain,Yes,Antrax 
Fowl,Poor growth,Short stature,Enlargement of bones,Lameness,Weigth bearing long bones,Yes,Rickets 
Fowl,Fever,Chills,Sweat,Head ache,Fatique,Yes,Babesiosis
Fowl,Fever,Loss of appetite,Weakness,Weight loss,Vomitting,Yes,Bovine tuberculosis
Fowl,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,Yes,Canine Distemper 
Fowl,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,Yes,Feline Parvovirus
Fowl,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,Yes,Feline infection peritonitics
Fowl,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,Yes,Faline leukaemia virus
Fowl,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,Yes,White muscle
Fowl,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame,Yes,Rabies
Fowl,Fever,Tiredness,Headache,Skin rashes,Pain,Yes,Ticks
Fowl,Thick Crusting,Itchiness,Hair loss,Watery eye,Pain,Yes,Mites
Fowl,Constant pacing,Facial muscle twitching,abnormalalities,Blindness,Muscle pain,Yes,Toxoplasma gondii
Fowl,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique,Yes,intestinal worms
Fowl,Indigestion,Abdminal pain,Constipation,Diarrhea,Nausea,Yes,Flukes
