AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,Disease
Fowl,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,Yes,Lungworm
Fowl,Fever,Malaise,Weakness,Weight loss,Pain,Yes,Brucellosis
Fowl,Fever,Diarrhea,Vomiting,Stomach cramps,Nausea,Yes,campylobacteriosis
Fowl,Fever,Lack of coordination,Depression,Salivation,Facial paralysis,Yes,Listeriosis
Fowl,Sores on lip,Infection,Sores on lower leg and teats,Lesion,Pain,Yes,ORF
Fowl,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,Yes,Q fever
Fowl,paresis,paralysis,Weakness,Stomach cramps,Diarrhea,Yes,Salmonellosis
Fowl,Fever,Diarrhea,Swelling,Weight loss,Pain,Yes,Johnes Disease
Fowl,Fever,Hemolytic anemia,Hemoglobinuria,pulmonary congestion,Jaundice,Yes,leptospirosis
Fowl,Abortion ,Mummification,Stillbirth,Weak kids,Pain,Yes,Toxoplasmosis
Fowl,Runny nose,Difficulty in breathing,Coughing,Weakness,Loss of appettite,Yes,Mycoplasma
Fowl,Fever,Nasal discharge,Respiratory distress,Pox lesion,Pain,Yes,Goat pox
Fowl,Fever,Dark colored bloody,Incoordination,Difficulty in breathing,Terminal convulsion,Yes,Anthrax
Fowl,Fever,Dysentery,Swelling,Immediate death,Pain,Yes,Haemorrhagic Septicemia
Fowl,Fever,Respiratory distress,Mucous discharge,Reduce feed,Weight gain,Yes,Pneumonia
Fowl,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,Yes,Foot Rot
Fowl,Swelling of udder,change in milk,Swollen,Tender to touch,Pain,Yes,mastitis 
Fowl,Fever,Respiratory distress,Occular discharge,Mouth lesion,Nasal Discharge,Yes,Peste Des Petits Ruminants (PPR)
Fowl,Fever,Wound lesion,Excess salivary,Difficult in walking,Pain,Yes,Foot and mouth disease
Fowl,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia,Yes,Flue infection
Buffaloes,Fever,Reduce growth,Kid moratality,Weakness,Dullness,Yes,Tapeworm
Buffaloes,Fever,Reduce growth,Edema in lower jaw,Weight loss,Anemia,Yes,Round Worm
Buffaloes,Emaciation,Diarrhea,Kid moratality,Weakness,Anemia,Yes,Coccidiosis
Buffaloes,SkinAllergy,Reduce growth,Wound,Head ache,Dizziness,Yes,Tick
Buffaloes,Watering of eyes,Redness of white of the eye,Swelling of eyelid,Cornea become cloudy,Tear production,Yes,Pink eye
Buffaloes,Berberi,Wasting,Nervous,Weight loss,Anorexia,Yes,Deficiency of vitamin B1
Buffaloes,Gastritis,morbidity,Bloody,Mortality,Anemia,Yes,Haemonchosis
Buffaloes,Fever,Severe headache,Vomiting,Coughing,Fatique,Yes,Qfever
Buffaloes,Fever,Tiredness,Swollen kidney,Hematuria,Muscle aches,Yes,leptospisos
Buffaloes,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody,Yes,campylobacterosis
Buffaloes,Gas,Diarrhea,Abdominal discomfort,Vomiting,Nausea,Yes,giardiasis
Buffaloes,Drooping ears,Lack of coordination,Drooling,Wasting,Listlessness,Yes,Chronic Wasting
Buffaloes,Edema,diarrhea,Nasal Discharge,Decresed egg production,Sneezing,Yes,avian influenza
Buffaloes,Drooping wings,Depression,Nasal Discharge,Coughing,Greenish diarrhea,No,New castle
Buffaloes,Weakness,Yellow or green dropping,Purplish combs,Wattles,Drop on egg production,No,Salmonellosis
Buffaloes,Neck paralysis,Diarrhea,ruffled feathers,Labored breathing,Weakness,No,Botulism
Buffaloes,Facial Swelling,Lacrimation,Diarrhea,Anorexia,Nasal Discharge,No,infectious coryza
Buffaloes,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia,No,Marek's
Buffaloes,Dejection,Loss of appetite,Slow growth,Diarrhea,Lesion,No,Thrush
Buffaloes,Severe swellimg,Heavy Breathing,Diarrhea,Weight loss,Pain,No,Air sac
Buffaloes,Weakness,Diarrhea,High moratality,Dehydration,Anorexia,No,Pullorium
Buffaloes,Fever,Hepatitis,Skin rashes,Weight loss,Pain,No,Simian immunodeficiency
Buffaloes,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge,No,Rhinitis
Buffaloes,Sneezing,Unilateral Nasal discharge,Gagging,Retching,Weight loss,Yes,Nasal cavity
Buffaloes,Fever,Depression,Coughing,Weight loss,Anorexia,Yes,Trachiobronchial
Buffaloes,Shallow breathing,Halitosis,Coughing,Lethargy,Nasal Discharge,Yes,Airsacculitis
Buffaloes,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection,Yes,Ashtma
Buffaloes,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Pain,Yes,Ashtma
Buffaloes,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration,Yes,Syntical virus
Buffaloes,Fever,Rhinorrhea,Coughing,Facial edema,Dyspnea,Yes,Measles
Buffaloes,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge,Yes,Influenza A and B
Buffaloes,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge,Yes,Metapneumovirus
Buffaloes,Skin rashes,Diarrhea,Death,Facial edema,Pain,Yes,Adenovirus
Buffaloes,Fever,Dyspnea,Coughing,Lethargy,Weightloss,Yes,SARS corona virus
Buffaloes,Fever,Dyspnea,Coughing,weakness,Anorexia,Yes,Tuberculosis
Buffaloes,Facial edema,Dyspnea,Conjuctivtis,Weakness,Pharyngitis,Yes,Pneumococcal infection
Buffaloes,Fever,Pneumonia ,Congestion,Lethargy,Nasal Discharge,Yes,Upper respiratory infection
Buffaloes,Fever,Death,Coughing,Weight loss,Nasal Discharge,Yes,Klebsilla Pneumonia
Buffaloes,Sneezing,Convulsion,Seizuers,Weight loss,Nasal Discharge,Yes,Whooping cough
Buffaloes,Fever,Death,Coughing,Dyspnea,Anorexia,Yes,Bronchiseptica
Buffaloes,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,Yes,Pasteurellosis
Buffaloes,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,Yes,Psuedomonas
Buffaloes,Fever,Convulsion,Sudden death,Urine retention,Weight loss,Yes,Coccidiodomycosis
Buffaloes,Dyspnea,Neurologic sign,Coughing,Depression,Anorexia,Yes,Cryptococcosis
Buffaloes,Fever,Dyspnea,Coughing,Lethargy,Anorexia,Yes,Pneumocystis
Buffaloes,Labored breathing,Dyspnea,Coughing,Depression,Anorexia,Yes,Blastomyces
Buffaloes,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,Yes,Toxoplasmosis
Buffaloes,Hemopytsis,Diarrhea,Asymptomatic,Death,Epistaxis,Yes,Strongyloidiasis
Buffaloes,Restlessness,Weakness,Blue straws,Death,Pain,Yes,Nasal Annelids
Buffaloes,Stripped remiges,Less Feather growth,Ruffled feathers,Defienciency in vitamin,Diarrhea,Yes,Angel Wings
Buffaloes,Apathy,Depression,Dilation of duodenum,Cloacal pasting,Congestion,Yes,Aviparvovirus
Buffaloes,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,Yes,Avian Adenovirus
Buffaloes,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains,Yes,Avian Bornavirus
Buffaloes,Legness,Paresis,Coughing,Weight loss,Shortness of breath,Yes,Avian Botulis
Buffaloes,Fever,Sour Throat,Mortality,Muscle aches,Abnormalities,Yes,Avian influenza 
Buffaloes,Difficulty in feeding,Preening,Weakness,Beak overgrowth,Anemia,Yes,Avian Kerathin Disorder
Buffaloes,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,Yes,Malaria
Buffaloes,Forthy eye,Torticollis,Weakness,Swelling,Emaciation,Yes,Avian Metapneumovirus
Buffaloes,Inappentence,Diarrhea,Tremors of the head,Dehydration,Weight loss,Yes,Avian Sarcoma leukness
Buffaloes,Lack of walking,Lack of flying,Roughened,Dehydration,Pains,Yes,Avian Vacuolar Myelinopathy
Buffaloes,Skin rashes,Small and yellow bumps,Swelling,Dry Scabs,Lameness,Yes,Avipoxvirus
Buffaloes,Scabs On feet,Redness ,Trachea,Thickening of skin,Pains,Yes,Bumble foot
Buffaloes,Enlarged Thymus,Obstructed Lungs,Lethargy,Skin rashes,Weight loss,Yes,CanaryPox
Buffaloes,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring,Yes,Candidiasis
Buffaloes,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic,Yes,Cryptococcosis
Buffaloes,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively,Yes,Diphtherictic
Buffaloes,Puffed_up Feather,Less Eat,Headache,Half-closed eye,Seizures,Yes,Canaries
Buffaloes,Fever,Diarrhea,Swollen Abdomen,Vomiting,Difficulty in Breathing,Yes,Easter Equine Encephalities
Buffaloes,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,Yes,Egg Binding
Buffaloes,Overweight,Loss of Appetite,Ruffled feathers,Depression,Diarrhea,Yes,Fatty Liver
Buffaloes,Dejection,Loss of Appetite,Stress,Coughing,Pains,Yes,fowl cholera
Buffaloes,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,Yes,Feather Plucking
Buffaloes,Discharge From eyes,Lethargy,Coughing,Sneezing,Fatique,Yes,Gallid Alphaherpervirus
Buffaloes,Fever,Chills,Retarded Growth,Chest Pain,Chest Pain,Yes,Histoplasmosis 
Buffaloes,Pale comb,Lame,Death,Swolling of joint,Eye closed,Yes,Mycoplasma Synoviac
Buffaloes,Lethargy,Loss of appetite,Difficulty in Swallowing,Weakness,Vision Problem,Yes,Pacheco's
Buffaloes,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea,Yes,Pigeon Pox
Buffaloes,Liquid Dropping,Exhaustion,Ataxia,Lethargy,Seizures,Yes,Polyuria
Buffaloes,Undigested in their feces,Loss of Appetite,Loss of pigment,Weakness,Bloody in feather,Yes,Proventricular Dilatation
Buffaloes,Sharp Feather,Clubbed Feather,Eye disharge,Loss of powder down,Diarrhea,Yes,Psittacine Beak
Buffaloes,Ruffled Appearance,Loss of Appetite,Vomiting,Green Dropping,Nasal Discharge,Yes,Psittacosis
Buffaloes,Sinuses,Swollen Eyelids,Skin rashes,Sneezing,Misshapen Beak,Yes,Puffiness
Buffaloes,Feather Loss,Feather Plucking,Coughing,Itching,Nasal Discharge,Yes,Scaly Foot
Buffaloes,Watery Eyes,Eye closed,Weight loss,Sneezing,Nervous Issue,Yes,Respiratory disease
Buffaloes,Bony Lesion,Skin Rashes,Ataxia,Anorexia,Weakness,Yes,Sporotrichosis
Buffaloes,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains,Yes,Tremovirus
Buffaloes,Swollen Belly,Dullness,Discharge,Urination,Lying down,Yes,Abomasal Bloat
Buffaloes,Fever,Dullness,Depression,Weight loss,Anorexia,Yes,Abomasal empyting defect
Buffaloes,Fever,Succumb,Spread of infection,Weight loss,Anorexia,Yes,Abortion
Buffaloes,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking,Yes,Brucellosis
Buffaloes,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness,Yes,Cache Valley Virus
Buffaloes,Discharge ,Sudden Abortion,Hemoglobinuria,Death of lamb,Weight Loss,Yes,Campylobacteriosis+
Buffaloes,Fever,Hemolytic anemia,Sweats,congestion,Jaundice,Yes,leptospirosis
Buffaloes,Fever,Tiredness,loss of appetite,Muscle aches,Chest Pain,Yes,Q fever
Buffaloes,Excess salivation,Diarrhea,Depression,Nasal discharge,Weakness,Yes,Rift Valley Fever
Buffaloes,Fever,Diarrhea,Incoordination,Abortion,Blood Poisioning ,Yes,Salmonella
Buffaloes,Fever,Wasting,Dehydration,Deability,Weakness,Yes,Toxoplasmosis
Buffaloes,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss,Yes,Acidosis
Buffaloes,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces,,Lactosis Acidosis
Buffaloes,Fever,Depression,Lying down,Weak Pulse,Colic,Yes,Ruminal Acidosis
Buffaloes,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss,Yes,Arthritis
Buffaloes,Head tilt,Circling,Muscles ache,Blindness,Seizures,Yes,Bacterial Meningritis 
Buffaloes,Decreased growth of bone,Depression,Grunting,Lameness,Weight loss,Yes,Bent Leg
Buffaloes,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,Yes,Bloat
Buffaloes,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic,Yes,Free Gas Bloat
Buffaloes,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,Yes,Bluetongue
Buffaloes,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,Yes,Border Disease
Pig,Tremor ,Viability,Coughing,Anorexia,Weight Loss,Yes,Hair_Shaker Disease
Pig,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,Yes,Caseous Lymphadenitis
Pig,lllthrift,Skin Lesion,Lameness,Swelling on theBody,Weight loss,Yes,Boils
Pig,Swelling,Heat,Flank,Pain,Nasal Discharge,Yes,Abscesses
Pig,Fever,Loss of appetite,Lameness,Rump,Weight Loss,Yes,Cheesy Gland
Pig,Fever,Swelling,loss of appetite,Anorexia,Weight Loss,Yes,Clostridial Disease
Pig,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,Yes,Enterotoxemia type c
Pig,Fever,Depression,Small intestines,Death,Flock Moratality,Yes,Hemorrhagic enteritis
Pig,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes,Pulpy Kidney 
Pig,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes,Lamp Dysentery
Pig,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes,Black Disease
Pig,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes,Black Leg
Pig,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes,Malignant Edema
Pig,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes,Cobalt Defiency
Pig,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes,Copper Defiency
Pig,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes,Copper Toxicity
Pig,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes,Dystocia
Pig,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes,Coli Scours
Pig,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes,Entropion
Pig,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes,Epididymitis
Pig,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes,External Parasites
Pig,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes,Fly Strike
Pig,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes,Sheep Keds
Pig,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes,Lice
Pig,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes,Nasal Bots
Pig,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes,Scabies
Pig,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes,Facial Eczema
Pig,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes,Fescue Toxicosis
Pig,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes,Foot and mouth disease
Pig,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes,Footrot
Pig,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes,Foot Scald
Pig,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes,Goiter
Pig,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes,Grass tetany
Pig,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes,Hypothermia
Pig,Fever,Diarrhea,Muscus,Weight loss,Death,Yes,Cryptosporidiosis
Pig,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes,Coccidiosis
Pig,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes,Stomach Worms
Pig,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes,Nematodirus spp
Pig,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes,Tapeworm
Pig,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes,Lungworm
Pig,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes,Liver flukes
Pig,Fever,Lameness,Wasting,Blindness,Staggering,Yes,Meningeal worm
Pig,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes,Johnes Disease
Pig,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes,Joint Or Navel ill
Pig,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes,Laminitis
Pig,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes,Listeriosis
Pig,Swollen,Warm,Constipation,Depression,Bloody,Yes,mastitis 
Pig,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes,Milk fever
Pig,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes,Ovine Progressive Pneumonia
Pig,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes,Pink eye
Pig,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes,Pizzle Rot
Pig,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes,Pneumonia
Pig,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes,Polioencephalomalacia
Pig,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes,Pregnancy Toxemia
Pig,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes,Rabies
Pig,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes,Rectal Prolapse
Pig,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes,Ringworm
Pig,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes,Ryregrass Staggers
Pig,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes,Scrapie
Pig,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes,Scrotal hernia
Pig,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes,Septic Pedal Arthritis
Pig,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes,Soremouth
Pig,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes,Spider Syndrome
Tiger,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes,Urinary calculi
Tiger,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes,White muscle disease
Tiger,Fever,Succumb,Sluggish,Anorexia,Pains,Yes,Aborted fetuses
Tiger,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes,Anemia
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Bottle jaw
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Club Lamb Fungus
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Deformed lambs
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Deworming
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Deviated Spine
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Eye problem
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Foot Abscess
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Fungal infection
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Hypocalcemia
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Infected Ear
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Injured Eye
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Intraperitioneal infection
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Necropsy
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Milk Goiter
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Sheath
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Prolase starting
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,Thin ewe
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes,White Eye
Donkey,Fetopelvic dispropotion,Uteria inertia,Fast breathing,Death,Pains,Yes,Wool loss
Donkey,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes,bronchitis 
Donkey,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes,bronchitis 
Donkey,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes,bronchitis 
Donkey,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes,bronchitis 
Donkey,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes,Epistaxis
Donkey,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes,Epistaxis
Donkey,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes,Epistaxis
Donkey,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes,Epistaxis
Donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes,Choke
Donkey,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes,Choke
Donkey,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes,Choke
Donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes,Bloat
Donkey,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes,Bloat
Donkey,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes,Bloat
Donkey,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes,Bloat
Donkey,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes,Impaction
Donkey,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes,Impaction
Donkey,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes,Impaction
Donkey,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Gastritis
Donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Gastritis
Donkey,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes,Gastritis
Donkey,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes,respratory infections
Donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes,potomac horse fever
Donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes,ehv
Donkey,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes,equine influenza
Donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes,strangles
Donkey,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes,tetanus
Donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes,duck cholera
Donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes,colic
Donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes,respratory infections
Deer,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes,gastrointestinal disorders
Deer,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes,gastrointestinal disorders
Deer,changed gait,dull ness,muscles problem,Pain,Pains,Yes,tetanus
Deer,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes,anthrax
Deer,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes,haemorrhagic septicaemia
Deer,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes,tuberculosis
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,CWD
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,CWD
Deer,wasting,stumbling,Fever,drooling,drooping ears,Yes,CWD
Deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes,feLV
Deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes,anthrax
Deer,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes,anthrax
Deer,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes,anthrax
Deer,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes,anthrax
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,black quarter
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,black quarter
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,black quarter
Deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes,black quarter
Deer,swelling,nasal discharge,drooling,tiredness,fever,Yes,blue tongue
Deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes,blue tongue
Deer,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes,Rabies
Deer,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes,Rabies
Deer,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes,Rabies
Buffaloes,Fever,Difficulty breathing,Thrist and urination,Lethargy,Sneezing,Yes,Canine Influenza
Buffaloes,Fever,Diarrhea,Nasal Discharge,Lethargy,Blue Eye,Yes,Infectious canine hepatitis
Buffaloes,Fever,Respiratory distress,Weekness in the back legs,Hyperesthesia,Sudden death,Yes,Pseudorabies
Buffaloes,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes,Yes,Mast Cell Tumor
Buffaloes,Facial Swelling,Bloody Drool,Abdominal pain,Unable To Eat,Lossened Teeth,Yes,Melonoma(Mouth)
Buffaloes,Fever,Difficulty breathing,Reduce Energy,Weight loss,Enlarged lymph nodes or Swelling,Yes,Lymphoma
Buffaloes,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge,Yes,Osteosarcoma
Buffaloes,Short term lethargy,Loss of  appetite,Poor Appetite,Rapid Heart Rate,Week pulse,Yes,Hemangiosarcoma
Buffaloes,Swollen lymph nodes,Difficulty walking,Watery Stool,Lethargy,Vaginal Discharge,Yes,Brucellosis
Buffaloes,Fever,Diarrhea,Sneezing,Stiffness,Severe weekness and depression,Yes,Leptospirosis
Buffaloes,Fever,Loss of  appetite,Coughing,Lameness,Swelling of joints,Yes,Lyme
Buffaloes,Fever,Chronic eye inflamation,Coughing,Lethargy,Neurologic abnormalities,Yes,Ehrlichiosis
Buffaloes,Fever,Swelling of face or leg,Coughing,Depression,Pains,Yes,Rocky mountain spotted fever
Buffaloes,Diarrhea with muscus,Tensemus,Nose Bleeds,Flatulence,Pains,Yes,Clostridium
